route_id,service_id,block_id,trip_id,trip_sequence,trip_type,trip_headsign,direction_id,pattern_id,shape_id,pattern_count,direction_code,pattern_code,pattern_rank,hierarchy
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049840,5,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049867,6,0,Pineview to TRU,0,200,8-5-37,3032,1,200,22,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049856,7,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049868,8,0,Pineview to TRU,0,201,8-5-36,2976,1,201,23,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049844,9,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049869,10,0,Pineview to TRU,0,200,8-5-37,3032,1,200,22,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049858,11,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049871,12,0,Pineview to TRU,0,201,8-5-36,2976,1,201,23,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049842,13,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049872,14,0,Pineview to TRU,0,200,8-5-37,3032,1,200,22,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049855,15,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049870,16,0,Pineview to TRU,0,201,8-5-36,2976,1,201,23,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049845,17,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049875,18,0,Pineview to TRU,0,200,8-5-37,3032,1,200,22,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049859,19,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049876,20,0,Pineview to TRU,0,201,8-5-36,2976,1,201,23,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049846,21,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049874,22,0,Pineview to TRU,0,200,8-5-37,3032,1,200,22,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049857,23,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049873,24,0,Pineview to TRU,0,201,8-5-36,2976,1,201,23,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049848,25,0,Pineview to Lodgepole,1,100,8-5-22,6008,0,100,10,1
5-Kamloops,aaKA1706-KAPR1706-Saturday-16,347261,xaa2049877,26,0,Pineview to TRU,0,200,8-5-37,3032,1,200,22,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2049784,1,0,Westsyde to Harrington,1,220,8-3-16,780,1,220,31,2
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2049813,2,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2049908,3,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2049912,4,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2049909,5,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2049915,6,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050122,7,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050133,8,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050131,9,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050135,10,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050130,11,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050136,12,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050129,13,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050137,14,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050128,15,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050138,16,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050150,17,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050151,18,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050148,19,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050152,20,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050153,21,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347262,xaa2050154,22,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050025,1,0,Dallas to Wildlife Park,1,243,8-17-48,11,1,243,63,3
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050035,2,0,Dallas to Downtown,0,140,8-17-67,64,0,140,57,3
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2049753,3,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2049769,4,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
14-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050052,5,0,Batchelor to Batchelor Heights,1,100,8-14-21,3178,0,100,19,1
14-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050054,6,0,Batchelor to North Shore Ex.,0,200,8-14-12,2854,1,200,24,1
6-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2049894,7,0,City Loop Downtown,1,100,8-6-32,3139,0,100,20,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2049790,8,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2049819,9,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050006,10,0,Juniper Ridge,1,200,8-16-18,3105,1,200,21,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050016,11,0,Juniper Ridge to Downtown,0,100,8-16-17,3276,0,100,18,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050007,12,0,Juniper Ridge,1,200,8-16-18,3105,1,200,21,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347263,xaa2050017,13,0,Juniper Ridge to Downtown,0,100,8-16-17,3276,0,100,18,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049781,1,0,Westsyde to Harrington,1,220,8-3-16,780,1,220,31,2
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049810,2,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049906,3,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049914,4,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049910,5,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049916,6,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050132,7,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050134,8,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050142,9,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050143,10,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050140,11,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050144,12,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050145,13,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050146,14,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050147,15,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050149,16,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050126,17,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050139,18,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050127,19,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050141,20,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049911,21,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049917,22,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049923,23,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049918,24,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049924,25,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049913,26,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049921,27,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049920,28,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049919,29,0,Aberdeen via Battle To Aberdeen,1,201,8-7-46,3318,1,201,17,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2049922,30,0,Aberdeen via Battle to Downtown,0,101,8-7-44,3318,0,101,16,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050159,31,0,Aberdeen via Bestwick to Aberdeen,1,200,8-7-48,5454,1,200,14,1
7-Kamloops,aaKA1706-KAPR1706-Saturday-16,347264,xaa2050155,32,0,Aberdeen via Bestwick to Downtown,0,100,8-7-47,5625,0,100,12,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2049949,1,0,Gleaneagles to Summit,1,240,8-9-30,345,1,240,37,3
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2049947,2,0,Gleneagles to Downtown,0,100,8-9-45,13406,0,100,1,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2049928,3,0,Gleaneagles to Summit,1,200,8-9-38,13061,1,200,2,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2049950,4,0,Gleneagles to Downtown,0,100,8-9-45,13406,0,100,1,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2049788,5,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2049814,6,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2050004,7,0,Juniper Ridge,1,200,8-16-18,3105,1,200,21,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347265,xaa2050012,8,0,Juniper Ridge to Downtown,0,100,8-16-17,3276,0,100,18,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2049733,1,0,Tranquille to Downtown,0,100,8-1-37,9911,0,100,3,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050070,2,0,Pacific Way to Aberdeen Hills,1,200,8-4-32,6314,1,200,9,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050084,3,0,Pacific Way to TRU,0,100,8-4-40,6314,0,100,8,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050072,4,0,Pacific Way to Aberdeen Hills,1,200,8-4-32,6314,1,200,9,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050085,5,0,Pacific Way to TRU,0,100,8-4-40,6314,0,100,8,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050071,6,0,Pacific Way to Aberdeen Hills,1,200,8-4-32,6314,1,200,9,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050088,7,0,Pacific Way to TRU,0,100,8-4-40,6314,0,100,8,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050076,8,0,Pacific Way to Aberdeen Hills,1,200,8-4-32,6314,1,200,9,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050090,9,0,Pacific Way to TRU,0,100,8-4-40,6314,0,100,8,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050078,10,0,Pacific Way to Aberdeen Hills,1,200,8-4-32,6314,1,200,9,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050091,11,0,Pacific Way to TRU,0,100,8-4-40,6314,0,100,8,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050081,12,0,Pacific Way to Aberdeen Hills,1,200,8-4-32,6314,1,200,9,1
4-Kamloops,aaKA1706-KAPR1706-Saturday-16,347266,xaa2050093,13,0,Pacific Way to TRU,0,100,8-4-40,6314,0,100,8,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049767,1,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2050023,2,0,Dallas to Wildlife Park,1,240,8-17-63,47,1,240,58,3
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2050036,3,0,Dallas to Downtown,0,140,8-17-67,64,0,140,57,3
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049754,4,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049770,5,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049755,6,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049771,7,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049757,8,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049768,9,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049759,10,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049772,11,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049758,12,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049773,13,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
14-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2049999,14,0,Batchelor to Batchelor Heights,1,100,8-14-21,3178,0,100,19,1
14-Kamloops,aaKA1706-KAPR1706-Saturday-16,347267,xaa2050051,15,0,Batchelor to North Shore Ex.,0,200,8-14-12,2854,1,200,24,1
14-Kamloops,aaKA1706-KAPR1706-Saturday-16,347268,xaa2049998,1,0,Batchelor to Batchelor Heights,1,100,8-14-21,3178,0,100,19,1
14-Kamloops,aaKA1706-KAPR1706-Saturday-16,347268,xaa2050001,2,0,Batchelor to North Shore Ex.,0,200,8-14-12,2854,1,200,24,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347268,xaa2049786,3,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347268,xaa2049816,4,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347268,xaa2050000,5,0,Juniper Ridge,1,200,8-16-18,3105,1,200,21,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347268,xaa2050013,6,0,Juniper Ridge to Downtown,0,100,8-16-17,3276,0,100,18,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049926,1,0,Gleaneagles to Summit,1,200,8-9-38,13061,1,200,2,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049946,2,0,Gleneagles to Downtown,0,100,8-9-45,13406,0,100,1,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049709,3,0,Tranquille to Brocklehurst,1,200,8-1-35,9817,1,200,4,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049737,4,0,Tranquille to Downtown,0,100,8-1-37,9911,0,100,3,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049927,5,0,Gleaneagles to Summit,1,200,8-9-38,13061,1,200,2,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049954,6,0,Gleneagles to Downtown,0,100,8-9-45,13406,0,100,1,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049792,7,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049820,8,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2050026,9,0,Dallas to Wildlife Park,1,222,8-17-64,65,1,222,56,2
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2050040,10,0,Dallas to Downtown,0,120,8-17-68,68,0,120,55,2
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049796,11,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049822,12,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049798,13,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049827,14,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
6-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049902,15,0,City Loop Downtown,1,100,8-6-32,3139,0,100,20,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049763,16,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049774,17,0,Parkcrest to Downtown,0,100,8-2-24,6591,0,100,7,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049726,18,0,Tranquille to Brocklehurst,1,200,8-1-35,9817,1,200,4,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049752,19,0,Tranquille to Downtown,0,100,8-1-37,9911,0,100,3,1
6-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049901,20,0,City Loop Downtown,1,100,8-6-32,3139,0,100,20,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049806,21,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049835,22,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
6-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049904,23,0,City Loop Downtown,1,100,8-6-32,3139,0,100,20,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049730,24,0,Tranquille to Brocklehurst,1,200,8-1-35,9817,1,200,4,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2050064,25,0,Tranquille to Downtown,0,100,8-1-37,9911,0,100,3,1
6-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049905,26,0,City Loop Downtown,1,120,8-6-31,431,0,120,35,2
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049809,27,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347269,xaa2049841,28,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049785,1,0,Westsyde to Harrington,1,220,8-3-16,780,1,220,31,2
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049815,2,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050020,3,0,Dallas to Wildlife Park,1,240,8-17-63,47,1,240,58,3
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050037,4,0,Dallas to Downtown,0,140,8-17-67,64,0,140,57,3
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050024,5,0,Dallas to Wildlife Park,1,240,8-17-63,47,1,240,58,3
17-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050039,6,0,Dallas to Downtown,0,140,8-17-67,64,0,140,57,3
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049794,7,0,Westsyde to Harrington,1,200,8-3-34,8096,1,200,6,1
3-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049824,8,0,Westsyde to Downtown,0,100,8-3-29,8464,0,100,5,1
6-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049893,9,0,City Loop Downtown,1,100,8-6-32,3139,0,100,20,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050005,10,0,Juniper Ridge,1,200,8-16-18,3105,1,200,21,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050014,11,0,Juniper Ridge to Downtown,0,100,8-16-17,3276,0,100,18,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049720,12,0,Tranquille to Brocklehurst,1,200,8-1-35,9817,1,200,4,1
1-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049747,13,0,Tranquille to Downtown,0,100,8-1-37,9911,0,100,3,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049941,14,0,Gleaneagles to Summit,1,200,8-9-38,13061,1,200,2,1
9-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049960,15,0,Gleneagles to Downtown,0,100,8-9-45,13406,0,100,1,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050008,16,0,Juniper Ridge,1,200,8-16-18,3105,1,200,21,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050021,17,0,Juniper Ridge to Downtown,0,100,8-16-17,3276,0,100,18,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050011,18,0,Juniper Ridge,1,200,8-16-18,3105,1,200,21,1
16-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2050022,19,0,Juniper Ridge to Downtown,0,100,8-16-17,3276,0,100,18,1
2-Kamloops,aaKA1706-KAPR1706-Saturday-16,347270,xaa2049766,20,0,Parkcrest to Brocklehurst,1,200,8-2-23,5886,1,200,11,1
